548,PressZ,https://www.freetogame.com/open/dead-cide-club,Shooter,PC (Windows),PressA,2023-02-28 01:00:00,"A free-to-play, side-scrolling shooter with a variety of modes and character types to choose from.",https://www.freetogame.com/g/548/thumbnail.jpg,Dead Cide Club
546,Nexon Korea Corporation,https://www.freetogame.com/open/kartrider-drift,Racing,PC (Windows),Nexon America Inc.,2023-01-10 01:00:00,A free-to-play multiplayer online racing game set in the Kartrider franchise.,https://www.freetogame.com/g/546/thumbnail.jpg,Kartrider: Drift
531,"Pipeworks Studios, Seismic Games",https://www.freetogame.com/open/magic-spellslingers,Card Game,PC (Windows),Wizards of the Coast LLC,2022-08-05 02:00:00,Magic Spellslingers is the latest entry based on Witzards of the Coast’s popular card game Magic: The Gathering.,https://www.freetogame.com/g/531/thumbnail.jpg,Magic Spellslingers
519,Flying Wild Hog,https://www.freetogame.com/open/space-punks,Shooter,PC (Windows),JAGEX,2022-04-20 02:00:00,Space Punks is a sci-fi co-op looter shooter with graphics and humor that will likely appeal to the Borderlands fans among us.,https://www.freetogame.com/g/519/thumbnail.jpg,Space Punks
520,Ubisoft,https://www.freetogame.com/open/roller-champions,Sports,PC (Windows),Ubisoft,2022-05-25 02:00:00,"What if you could player roller derby, but in a more organized and less physically dangerous environment?",https://www.freetogame.com/g/520/thumbnail.jpg,Roller Champions
175,Vostok Games,https://www.freetogame.com/open/survarium,Shooter,PC (Windows),Vostok Games,2015-04-02 02:00:00,A free to play post-apocalyptic online FPS game.,https://www.freetogame.com/g/175/thumbnail.jpg,Survarium
394,JoyGames,https://www.freetogame.com/open/one-piece-online,MMORPG,Web Browser,JoyGames,2015-01-22 01:00:00,One Piece Online is a 2D Tower Defense Action MMO! ,https://www.freetogame.com/g/394/thumbnail.jpg,One Piece Online
399,37Games Entertainment,https://www.freetogame.com/open/siegelord,Strategy,Web Browser,37Games Entertainment,2014-12-19 01:00:00,A free to play 2D medieval fantasy browser-based MMORTS.,https://www.freetogame.com/g/399/thumbnail.jpg,Siegelord
186,Double Action Factory ,https://www.freetogame.com/open/double-action,Shooter,PC (Windows),Double Action Factory ,2014-10-23 02:00:00,A free to play FPS with bullet time and stylish kills!,https://www.freetogame.com/g/186/thumbnail.jpg,Double Action
189,"KOEI TECMO GAMES CO., LTD. ",https://www.freetogame.com/open/uncharted-waters-online,MMORPG,PC (Windows),Papaya Play ,2014-10-03 02:00:00,A free to play adventure MMORPG set on the high seas! ,https://www.freetogame.com/g/189/thumbnail.jpg,Uncharted Waters Online
10,XL Games,https://www.freetogame.com/open/archeage,MMORPG,PC (Windows),Kakao Games,2014-09-04 02:00:00,"A free-to-play, hybrid fantasy/sandbox MMORPG brought to you by Trion Worlds.",https://www.freetogame.com/g/10/thumbnail.jpg,ArcheAge
348,GoGames,https://www.freetogame.com/open/bleach-online,MMORPG,Web Browser,GoGames,2014-07-14 02:00:00,"A free to play 2D browser based MMORPG based on Bleach, the popular manga and anime series.",https://www.freetogame.com/g/348/thumbnail.jpg,Bleach Online
502,Global Dodo Entertainment,https://www.freetogame.com/open/primordials-battle-of-gods,Strategy,PC (Windows),Wire Games,2021-03-04 01:00:00,Build armies and fight for control of the realm in Global Dodo Entertainment’s 1v1 strategy game Primordials: Battle of Gods. ,https://www.freetogame.com/g/502/thumbnail.jpg,Primordials: Battle of Gods
215,Cryptozoic Entertainment,https://www.freetogame.com/open/hex,Card Game,PC (Windows),"Hex Entertainment, Gameforge",2014-04-11 02:00:00,HEX combines roleplaying aspects of a MMO with the collectible and strategic gameplay of a Trading Card Game.,https://www.freetogame.com/g/215/thumbnail.jpg,Hex
239,Cyanide,https://www.freetogame.com/open/dogs-war-online,Strategy,PC (Windows),Cyanide,2014-02-04 01:00:00,Based on the famous miniature board game Confrontation!,https://www.freetogame.com/g/239/thumbnail.jpg,Dogs of War Online
206,X-Legend,https://www.freetogame.com/open/aura-kingdom,MMORPG,PC (Windows),X-Legend,2013-12-23 01:00:00,Aura Kingdom is a 3D free-to-play Anime MMORPG from the same great studio that brought us Eden Eterna.,https://www.freetogame.com/g/206/thumbnail.jpg,Aura Kingdom
226,Grinding Gear Games,https://www.freetogame.com/open/path-of-exile,MMORPG,PC (Windows),Grinding Gear Games,2013-10-23 02:00:00,A free-to-play massively multiplayer online ARPG in the style of Diablo.,https://www.freetogame.com/g/226/thumbnail.jpg,Path of Exile
231,Troxit Service,https://www.freetogame.com/open/panzar,MOBA,PC (Windows),Panzar,2013-04-12 02:00:00,"A free-to-play multiplayer third-person shooter with 
rpg elements and CryEngine 3 powered 
graphics.",https://www.freetogame.com/g/231/thumbnail.jpg,Panzar
232,Snail Games,https://www.freetogame.com/open/age-of-wushu,MMORPG,PC (Windows),Snail Games,2012-12-20 01:00:00,A free-to-play martial arts action MMORPG with a large open world and sandbox-like features.,https://www.freetogame.com/g/232/thumbnail.jpg,Age of Wushu
